"Measure","Aliases"
"CM Daily Base Working Hrs Per Day Override Band2","[]"
"Uncons Outlook","[]"
"CM Daily Efficiency Override","[]"
"CM Daily Base Working Hrs Per Day Override","[]"
"W Material Root Cause Quantity",""
"D Option Value","['Option Value']"
"W Demand Build Ahead Limit","['Demand Build Ahead Limit']"
"W Demand Supply Quantity","['Direct Demand Supply Quantity']"
"W Demand Build Late Limit","['Demand Build Late Limit']"
"Outlook","[]"
"Consensus Fcst vs LY %","[]"
"CM Daily Base Working Hrs Per Day Override Band1","[]"
"W Target Inventory","['Target Inventory']"
"Firm Supply",""
"AL PO Outlier Corrected Lead Time","['Outlier Corrected Observed Lead Time']"
"Marketing Fcst LC","[]"
"Marketing Fcst","[]"
"D Factory Planner Material Constraints",""
"W Option Value","['Option Value']"
"Consensus Fcst vs LY Abs Gap","[]"
"AL PrO Analytics Throughput","['Quantity Produced per Week']"
"W Procurement Forecast","['Request', 'Request']"
"AL STO ML Predicted Lead Time M","['ML Predicted Lead Time']"
"W WOS","['WOS']"
"Total Inflow",""
"Flow 2 and 3 Cat9 TPE Actuals","['Actuals at Cat9 TPE level']"
"Flow 2 and 3 Cat9 TPE Reco Ratio","['Cat9 to TPE Reco Ratio/Last Cycle']"
"OnHand Quantity","[]"
"D WOS Target","['DOS Target']"
"Existing PO CTDI PF","['Existing PO CTDI']"
"Excess Demand PF","['Excess Demand']"
"Existing PO Secondary Market PF","['Existing PO Secondary Market']"
"BUYBACK_RCPT_Intermediate","[]"
"Monthly Spread Final Split Ratio L2Y","[]"
"Monthly Spread Final Split Ratio LY","[]"
"Monthly Spread Reco Split Ratio","[]"
"Actual sales input","[]"
"M Material Consumption Quantity Plan Output","['Material Consumption Quantity Plan Output']"
"PO Line Detail Requested Delivery Date","['Request Date']"
"Buyback Month","['Buyback Available']"
"Future PO","['Purchase Orders']"
"Purchase History Output Intermediate","[]"
"Buyback open Intermediate","[]"
"Future PO Intermediate","[]"
"Actuals D Lag2","[]"
"Actuals D Lag4","[]"
"Cables Excess Months","[]"
"Plug Excess Months","[]"
"Sales Fcst LY","[]"
"W Flex Capacity Band1","['Flex Capacity Band1']"
"W Capacity RCA UI",""
"D Capacity RCA UI",""
"Sell In AM Lag1","[]"
"Sales Fcst","[]"
"D Procurement Forecast LC","['Request LC']"
"W Procurement Forecast LC","['Request LC']"
"W Supplier Commits","['Commits', 'Commits']"
"D Capacity Pegged Quantity",""
"Sell In AM","[]"
"D Replanned Demand","['Replanned Demand']"
"AL STO Lead Time TG","['Observed Lead Time (Inbound)']"
"AL KPI Accuracy Fcst Lag 3","['Lag 3 Forecast Accuracy']"
"AL KPI Accuracy Fcst Lag 2","['Lag 2 Forecast Accuracy']"
"PO Commit Status","['Commit Status']"
"SO Commit Quantity","[]"
"AL STO Goods Shipped Quantity TG","['Goods Shipped Quantity']"
"IO Suggested Reorder Point","['Suggested Reorder Point']"
"AL STO OTIF Percentage TG Outbound","['OTIF % (Outbound)']"
"Intransits",""
"AL KPI Accuracy Cum Fcst Lag 3","['Cum Lag 3 Forecast Accuracy']"
"AL KPI Accuracy Cum Fcst Lag 2","['Cum Lag 2 Forecast Accuracy']"
"Standard Deviation",""
"Sell In AM LY","[]"
"D Distribution Planner Material Constraints",""
"Stat Fcst","[]"
"Sell In AM vs LY Gap","[]"
"W Material Constraint Quantity Agg","[]"
"SCH Output Gantt Processing Start Time","['Processing Start']"
"Marketing Fcst LY","[]"
"Dependent Outflow",""
"Marketing Fcst vs LC Gap %","[]"
"Sell In AM vs LY Gap %","[]"
"Outlook GM","[]"
"Target","[]"
"Sales Fcst LC","[]"
"Outlier Percentage",""
"Sell In AM LC","[]"
"SCH Output Gantt Operation Quantity","['Quantity']"
"W Material Production Pegged Quantity",""
"AL STO OTIF Percentage TG","['OTIF % (Inbound)']"
"Final Cleansed Actuals","[]"
"COV","[]"
"RGM Net Incremental Margin","['Inc. CMA']"
"SCH Output Gantt Processing End Time","['Processing End']"
"COV L1","[]"
"Marketing Fcst vs LC Gap","[]"
"W OnHand Quantity","['OnHand Quantity']"
"Sell In AM vs LC Gap %","[]"
"D Expiry Material Quantity","['Expiry Quantity']"
"D Supplier Commits","['Supplier Commits']"
"SCH Output Resource Available Capacity","['Available Capacity']"
"RGM Initiative Week Promo Discount","['Discount']"
"RGM Initiative Week Promo Mechanic","['Mechanic']"
"W Demand Fill Rate","['Demand Fill Rate']"
"PO ASN Delivery Quantity TG","['PO ASN Quantity']"
"AL PO % of Total Goods Receipt Time Phased TG","['Supplier % of Total Purchased Quantity']"
"W Capacity Root Cause Quantity",""
"Sell In AM vs LC Gap","[]"
"(yellow region)",""
"W Flex Capacity Band2","['Flex Capacity Band2']"
"Monthly Spread Actual Split Ratio","[]"
"Sim Demand Override PF","[]"
"Sim Demand Override ET","[]"
"Association","[]"
"OnHandAssociation","[]"
"PO ASN Ship Date","['ASN Ship Date']"
"Final Item Actuals","['Actuals at Item Region level']"
"Actuals Abs Error D Lag2","[]"
"Actuals Abs Error D Lag4","[]"
"M Demand Fulfilled Quantity","[]"
"Publish Forecast Abs Error D Lag4","[]"
"Stat Forecast Abs Error D Lag2","[]"
"Stat Forecast Abs Error D Lag4","[]"
"Publish Forecast Abs Error D Lag2","[]"
"D Material Consumption Quantity Per","['Material Consumption Quantity Per']"
"Monthly Spread Final Split Ratio LC","[]"
"Original Vendor Alias","[]"
"Item DC Forecast","[]"
"o9 Goods Receipt Time IL","['Goods Receipt Time']"
"VMI Updated By","[]"
"Expected Trigger Group","[]"
"VMI Updated Time","[]"
"OEM","[]"
"OHB","[]"
"Buyback Available","[]"
"Past Due SO qty_MDP","['Backorders']"
"Daily Actuals","[]"
"Past Due PO","[]"
"PCT OEM","['%OEM']"
"ERP Goods Receipt Time IL","['Goods Receipt Time']"
"ERP Planned Delivery Time IL","['Planned Delivery Time']"
"o9 Planned Delivery Time IL","['Planned Delivery Time']"
"PROC Lead Time","['Default']"
"Item DC Final Forecast","[]"
"Intransit Qty VAR PF","['Intransit Qty VAR']"
"SO Qty Replenishment PF","['SO Qty Replenishment']"
"Pass Through Forecast Reg 2","[]"
"SO Qty Provisioning PF","['SO Qty Provisioning']"
"Pass Through Forecast Reg 1","[]"
"Intransit Qty OEM PF","['Intransit Qty OEM']"
"SO Qty Maintenance PF","['SO Qty Maintenance']"
"National to Region Distribution Ratio Override","[]"
"PO ASN Delivery Quantity","['ASN Delivery Quantity']"
"IBP Fcst vs LC Gap %","[]"
"IBP Fcst Lag1","[]"
"W Total Supply At Material Node","['Total Inflow']"
"W Demand On Time Supportability","['Supportability']"
"D Supplier Commits LC","['Commits LC']"
"Customer Fcst Lag1","[]"
"W Capacity RCA COC Change %",""
"Marketing Fcst vs LY Gap","[]"
"Marketing Fcst vs LC Abs Gap","[]"
"Net REV","[]"
"Customer Fcst LY","[]"
"Sell In AM vs LC %","[]"
"Sell In AM Lag3","[]"
"SCH WO Operation Actual Start","['Operation Actual Start Date']"
"PO Committed Delivery Date","['Commit Delivery Date']"
"AL KPI Days Low L12W","['No. of Days Low']"
"Customer Fcst LC","[]"
"W WOS Target Levels","['WOS Target Levels']"
"Outlook GM LY","[]"
"Sell In AM vs LY Abs Gap","[]"
"Sell In AM vs LC Abs Gap","[]"
"AL KPI Unfulfilled Orders","['Unfulfilled Orders Value']"
"D Capacity RCA LC","[]"
"IO Lead Time Demand","['Lead Time Demand']"
"Sales Fcst vs LY Gap","[]"
"Total Cooling Emission","[]"
"Total Electricity Emission","[]"
"Outlook COGS","[]"
"D Demand Quantity LC","['LC Demand']"
"Sell In AM vs LY %","[]"
"RGM Initiative Week Display Type","['Display']"
"Sales Fcst vs LY Gap %","[]"
"SCH Output Gantt Load Duration in Mins","['Setup Duration (mins)']"
"D Flex2 Capacity Pegged Quantity",""
"D Flex1 Capacity Pegged Quantity",""
"AL KPI On Hand LW","['Last Week']"
"LRP","[]"
"D Capacity RCA COC Change %",""
"On Invoice","[]"
"Off Invoice","[]"
"SCH Output Gantt Operation Status","['Operation Status']"
"AL KPI Order Cancelation L4W","['Order Cancelation of Last 4 Weeks']"
"AL KPI Order Cancelation L12W","['Order Cancelation of Last 12 Weeks']"
"RGM Initiative Week Base PTC Per Unit","['Base PTC']"
"M Total Short Quantity","['Total Short Quantity']"
"M WOS Target","['WOS Target']"
"RGM Initiative Week Promo PTC Per Unit","['Promo PTC']"
"Short",""
"IO EOQ","['EOQ']"
"Sell In AM Lag2","[]"
"IBP Fcst vs LY Gap %","[]"
"Uncons Outlook GM","[]"
"Sales Fcst vs LC Gap %","[]"
"W Distribution Planner Material Constraints",""
"AL KPI Lost Margin L4W","['Lost Margin of Last 4 Weeks']"
"Stat Fcst Lag1","[]"
"D Consider Response Parameter","['Yes/No']"
"W Consider Response Parameter","['Yes/No']"
"AL KPI Lost Margin L12W","['Lost Margin of Last 12 Weeks']"
"Uncons Outlook LY","[]"
"SCH Output Gantt Unload Duration in Mins","['Unload Duration (mins)']"
"AL KPI On Hand L12W","['Last 12 Weeks']"
"Uncons Outlook LC","[]"
"RGM Cumulative Net Incremental NSV","['Cumulative Net Incremental NSV']"
"RGM Cumulative Net Incremental Margin","['Cumulative Net Incremental Margin']"
"Total Steam Emission","[]"
"SCH Output Gantt Operation Status User Input","['Operation Status (User Input)']"
"Actual LY","[]"
"Sales Fcst Lag1","[]"
"IBP Fcst vs LY Gap","[]"
"Outlook REV LY","[]"
"Outlook REV","[]"
"Uncons Outlook REV","[]"
"AL KPI On Hand L4W","['Last 4 Weeks']"
"AL KPI Lost Margin LW","['Lost Margin of Last Week']"
"D COC Demand Change%","[]"
"W Supplier Commits LC","['Commits LC']"
"AL KPI Unfulfilled Orders LW","['Unfulfilled Orders of Last Week']"
"AL KPI Order Cancelation","['Order Cancelation Value']"
"SO Request Quantity","[]"
"AL PO Modeled Lead Time","['Modeled Lead Time']"
"AL KPI Unfulfilled Orders L4W","['Unfulfilled orders of last 4 Weeks']"
"W Capacity Root Cause LC",""
"Marketing Fcst Lag1","[]"
"Marketing Fcst vs LC %","[]"
"W Material RCA Quantity","['Material Constraint Quantity']"
"Marketing Fcst vs LY Gap %","[]"
"W Material RCA COC Change %",""
"AL KPI Order Cancelation LW","['Order Cancelation of Last Week']"
"SO Commit Delivered Quantity","[]"
"Target Inventory",""
"D Material Consumption Pegged Quantity",""
"W Target Inventory Levels","['Target Inventory Levels']"
"AL KPI Unfulfilled Orders L12W","['Unfulfilled Orders of Last 12 Weeks']"
"AL PrO % of Total Delivered Quantity Time Phased TG","['% of Total Produced Quantity']"
"SCH Output Gantt Description","['Description']"
"Stat Fcst L1","[]"
"Sales Fcst vs LC Gap","[]"
"IBP Fcst","[]"
"D Capacity Root Cause Quantity",""
"AL KPI Service Level Target TV","['Service Level Target (Time Varying)']"
"AOP","[]"
"AL STO Outlier Corrected Lead Time","['Outlier Corrected Lead Time']"
"SCH WO Operation Actual Stop","['Operation Actual Stop Date']"
"D Procurement Forecast COC Change %","['Request - COC Change %']"
"AL PO Modelled Lead Time",""
"Total Heat Emission","[]"
"Customer Fcst","[]"
"AL PO MAPE","['ML Lead Time MAPE (%)']"
"Consensus Fcst Bias","[]"
"AL PrO Planned Production Quantity TG","['Planned Delivery Quantity']"
"W Request vs Commits LC %","['Difference between Request and LC Commits (%)']"
"IO Inventory Holding Cost","['Inventory Holding Cost']"
"RGM Net Incremental NSV","['Net Incremental NSV']"
"W Material Root Cause LC",""
"D Request vs Commits LC %","['Difference between Request and LC Commits (%)']"
"W Procurement Forecast COC Change %","['Request - COC Change %']"
"IBP Fcst LY","[]"
"IBP Fcst vs LC Gap","[]"
"W Replanned Demand","['Replanned Demand']"
"W RM Planner Material Constraints",""
"IBP Fcst LC","[]"
"Region to ORG","[]"
"M Beginning On Hand ET","['Beginning Stock Expected Trigger']"
"Actual Demand Original UOM","[]"
"Final Flow 2 Intermediate Item Forecast LC1","['Final Forecast at TPE Item level LC']"
"Locked Actuals","[]"
"Sim Consolidated Demand ET","[]"
"Sim Consolidated Demand PF","[]"
"Flow 2 TPE Item Final Split Ratio Validation","[]"
"Beginning OnHand PF","[]"
"BuyBackRcpt_Intemediate","[]"
"Buyback Open","[]"
"Actuals KIL","[]"
"M Capacity Consumption Quantity Plan Output","['Planned Consumption']"
"Item BODLane TransMode Association","['Default']"
"M Base Capacity Utilization %","['Base Capacity Utilization %']"
"M Demand Supply Quantity","['Demand Supply Quantity']"
"D Total Artificial Flow","['Total Artificial Flow']"
"ERP BOM Quantity Produced Per","['ERP Input']"
"Billing","[]"
"o9 BOM Quantity Produced Per","['o9 Maintained Input']"
"Item BODLane TransMode Lead Time Override","['Override']"
"PO Line Commit Open Quantity TG","['PO Open Commit Quantity']"
"InTransit Quantity Final","[]"
"Stat Forecast Error Lag4","[]"
"National to Region Distribution Ratio","[]"
"Stat Forecast Error Lag2","[]"
"Association At Item","[]"
"M Resource Base Capacity","['Resource Base Capacity']"
"Published Purchase Forecast L1C","[]"
"M Re-Order Point Quantity","['Re-Order Point Quantity']"
"Net Available Expected Receipts","[]"
"SO Qty Maintenance considering Flag","[]"
"Demand Association for Solver","[]"
"SO Qty Provisioning considering Flag","[]"
"SO Qty Replen considering Flag","[]"
"Final Item Location Supplier TransMode Association","['Item Location Supplier TransMode Association']"
"RGM Initiative Week Promo PTR Per Volume","['Promo PTR per vol']"
"COC Change %",""
"Uncons Outlook GM vs LY Gap","[]"
"Uncons Outlook GM vs LY Gap %","[]"
"Uncons Net REV vs LC Gap","[]"
"Uncons Net REV vs LC Gap %","[]"
"Uncons Net REV vs LY Gap","[]"
"Uncons Outlook COGS","[]"
"Uncons Outlook COGS LC","[]"
"Uncons Outlook COGS LY","[]"
"AL KPI Closed Order Lateness L4W","['Last 4 Weeks']"
"AL STO OTIF % TG Outbound","['OTIF % (Outbound)']"
"SO Net Value","[]"
"Cannibalization Impact","[]"
"DIST Flex Loading Capacity Band1","['Flex  Capacity Band1']"
"DIST Flex Loading Capacity Band2","['Flex Capacity Band2']"
"DIST Flex UnLoading Capacity Band1","['Flex Capacity Band1']"
"Reference3 Fcst vs LC Gap","[]"
"Reference3 Fcst vs LC Gap %","[]"
"Reference1 Fcst","[]"
"RGM Value Sales","['Value Sales', 'Value Sales ']"
"Actuals(excluding Excess)",""
"CM Daily Flex Capacity Band2 Override","[]"
"D Procurement Capacity Demand Late Short Quantity","['Procurement Capacity Constraint']"
"History Period","[]"
"Reference3 Fcst vs LY Gap","[]"
"Target Line",""
"Customer Fcst vs LC Gap","[]"
"NPI Fcst","[]"
"Customer Fcst vs LY Gap %","[]"
"Uncons Outlook vs Target Gap","[]"
"Uncons Outlook vs Target REV Gap","[]"
"SO Commit Status","[]"
"Actual Cleansed","[]"
"Excess",""
"W Demand Fulfilled Quantity","[]"
"ERP Item Location Association","['ERP Input']"
"Base Forecast Quantity","[]"
"SCH Output Resource Idle Utilization %","['Idle %']"
"SCH Output Resource Non Value Added Time","['Non Value Added Capacity']"
"D RM Planner Material Constraints",""
"AL STO Item Lane Modeled Lead Time","['Modeled Lead Time']"
"Initiative Start","[]"
"Initiative Description","[]"
"Discount & Allowance vs LY Gap","[]"
"Discount & Allowance vs LY Gap %","[]"
"D Total Late Quantity Baseline","['Total Late Quantity Baseline']"
"D Total Late Quantity LC","['LC Total Late Quantity']"
"Published Fcst","[]"
"Net Invoice vs LC Gap","[]"
"Net Invoice vs LC Gap %","[]"
"AL KPI Standard Lead Time","['Last Week']"
"AL KPI Standard Lead Time L12W","['Last 12 Weeks']"
"AL KPI Standard Lead Time L4W","['Last 4 Weeks']"
"PO Commit ASN Quantity","['Commit ASN Quantity']"
"Net REV LC","[]"
"AL PrO Observed LineSpeed","['Observed Line Speed']"
"W SS Material RCA Quantity","['SS Material RCA Quantity']"
"AL PO Net Price Per Unit TG","['Net Price ($)']"
"PO Line Detail Quantity","['Request Quantity']"
"Net REV vs LY Gap","[]"
"Net REV vs LY Gap %","[]"
"Net ROI",""
"OIO Transportation Cost","['Transportation Cost']"
"Number of Zeros","[]"
"Net Invoice vs LY Gap","[]"
"Net Invoice vs LY Gap %","[]"
"OIO Carrying Cost","['Carrying Cost']"
"OIO Fixed Order Cost","['Fixed Ordering Cost']"
"Net REV vs LC Gap","[]"
"Net REV vs LC Gap %","[]"
"PO ASN Delivery Date","['ASN Delivery Date']"
"SCH Output Resource Value Added Time","['Value Added Capacity']"
"ERP BOM Association","['ERP Input']"
"Customer Fcst vs LY Gap","[]"
"D Total Broken Network Late Short","['Broken Network']"
"AL KPI OTIF Accounts % L4W","['Below Target Accounts % Last 4 Week']"
"AL KPI OTIF Accounts % LW","['Below Target Accounts % Last Week']"
"IO Recommended Days of Cover","['Recommended Days of Cover']"
"STO Line Detail Quantity BODLane Location","['Line Detail Quantity']"
"W Capacity Pegged Quantity",""
"PLC Status","[]"
"Initiative End","[]"
"Target REV","[]"
"Consensus Fcst vs LLY Gap","[]"
"Consensus Fcst vs LLY Gap %","[]"
"Inc. Units",""
"Marketing Fcst vs LY %","[]"
"Net REV LY","[]"
"Customer Fcst vs LC Gap %","[]"
"D Total Short Quantity Baseline","['Total Short Quantity Baseline']"
"PO ASN Creation Date","['ASN Creation Date']"
"D Manufacturing Capacity Demand Late Short Quantity","['Manufacturing Capacity Constraint']"
"D Material Demand Late Short Quantity Effectivity","['Effectivity']"
"OIO Purchase Cost","['Purchase Cost']"
"OIO Total Cost","['Total Cost']"
"D Other Capacity Demand Late Short Quantity","['Other Capacity Constraints']"
"Outlook vs Uncons Outlook Gap","[]"
"Outlook vs Uncons Outlook REV Gap","[]"
"STO Line Detail Delivery Date BODLane Location","['Line Detail Delivery Date']"
"STO Line Detail Quantity","[]"
"AL KPI OTIF Item % LW","['OTIF Item % Last Week']"
"AL KPI OTIF Item Count","['All Item Count']"
"AL KPI OTIF Location % L12W","['OTIF Location % Last 12 Weeks']"
"AL KPI Order Backlog L4W","['Last 4 Weeks']"
"AL KPI Order Backlog LW","['Last Week']"
"AL KPI OTIF Location Count","['All Location Count']"
"AL KPI OTIF Accounts % L12W","['Below Target Accounts % Last 12 Week']"
"o9 BOM Association","['o9 Maintained Input']"
"SCH Output Resource Changeover Time","['Changeover Capacity']"
"SCH Output Resource Idle Time","['Idle Capacity']"
"Published Fcst vs LY Gap","[]"
"Published Fcst vs LY Gap %","[]"
"Published Fcst LC","[]"
"Uncons Outlook COGS vs LC Gap","[]"
"Uncons Outlook COGS vs LC Gap %","[]"
"Stat Fcst L0 LY","['Stat Fcst LY']"
"Stat Fcst L0 Lag1","['Stat Fcst Lag1']"
"Stat Fcst L0 vs LC Gap %","['Stat Fcst LC Gap %']"
"Stat Fcst L0 vs LY Gap","['Stat Fcst vs LY Gap']"
"Marketing Fcst vs LY Abs Gap","[]"
